"","parcela","N1","V1","AB1","AD1","E1","N2","V2","AB2","AD2","E2","Aclareo","Et","ABu","B"
"60",3,617.741536940944,458.93323,50.32832,27.1272,36.2,NA,NA,NA,NA,NA,"SA",0,0,0
"61",4,741.289844329133,0,5.71704,0,4.2,741.289844329133,19.269738,8.47224,6.7056,5.1,"SA",0,0,0
"62",4,741.289844329133,19.269738,8.47224,6.7056,5.1,741.289844329133,35.663709,12.49024,8.2296,6.2,"SA",0,0,0
"63",4,741.289844329133,35.663709,12.49024,8.2296,6.2,741.289844329133,53.268161,15.88832,9.7536,7,"SA",0,0,0
"64",4,741.289844329133,53.268161,15.88832,9.7536,7,741.289844329133,66.072671,18.16136,10.3632,7.7,"SA",0,0,0
"65",4,741.289844329133,66.072671,18.16136,10.3632,7.7,741.289844329133,89.764513,21.65128,12.192,8.9,"SA",0,0,0
"66",4,741.289844329133,89.764513,21.65128,12.192,8.9,741.289844329133,112.518757,25.07232,12.8016,10.3,"SA",0,0,0
"67",4,741.289844329133,112.518757,25.07232,12.8016,10.3,741.289844329133,142.514896,27.80456,14.3256,12.1,"SA",0,0,0
"68",4,741.289844329133,142.514896,27.80456,14.3256,12.1,741.289844329133,173.31569,30.6516,15.5448,14.3,"SA",0,0,0
"69",4,741.289844329133,173.31569,30.6516,15.5448,14.3,741.289844329133,202.010387,33.79712,16.764,16.1,"SA",0,0,0
"70",4,741.289844329133,202.010387,33.79712,16.764,16.1,741.289844329133,243.306681,36.94264,18.8976,18.1,"SA",0,0,0
"71",4,741.289844329133,243.306681,36.94264,18.8976,18.1,741.289844329133,295.76319,40.754,20.7264,20.3,"SA",0,0,0
"72",4,741.289844329133,295.76319,40.754,20.7264,20.3,741.289844329133,324.164013,42.61376,21.336,22.1,"SA",0,0,0
"73",4,741.289844329133,324.164013,42.61376,21.336,22.1,728.935013590314,358.715199,45.13936,23.1648,24,"SA",0,0,0
"74",4,728.935013590314,358.715199,45.13936,23.1648,24,728.935013590314,399.339781,47.34352,24.384,26,"SA",0,0,0
"75",4,728.935013590314,399.339781,47.34352,24.384,26,716.580182851495,434.86355,49.57064,25.2984,28.1,"SA",0,0,0
"76",4,716.580182851495,434.86355,49.57064,25.2984,28.1,691.870521373857,455.035901,49.96096,25.2984,30,"SA",0,0,0
"77",4,691.870521373857,455.035901,49.96096,25.2984,30,691.870521373857,473.661915,51.84368,25.6032,32.1,"SA",0,0,0
