"","parcela","N1","V1","AB1","AD1","E1","N2","V2","AB2","AD2","E2","Aclareo","Et","ABu","B"
"78",4,691.870521373857,473.661915,51.84368,25.6032,32.1,654.806029157401,491.595226,52.44064,26.2128,34.1,"SA",0,0,0
"79",4,654.806029157401,491.595226,52.44064,26.2128,34.1,580.677044724487,473.298071,53.17536,26.8224,36.2,"SA",0,0,0
"80",4,580.677044724487,473.298071,53.17536,26.8224,36.2,NA,NA,NA,NA,NA,"SA",0,0,0
"81",5,481.838398813936,0,3.83432,0,4.2,481.838398813936,13.217333,5.87776,6.7056,5.1,"SA",0,0,0
"82",5,481.838398813936,13.217333,5.87776,6.7056,5.1,481.838398813936,23.901752,8.3804,8.5344,6.2,"SA",0,0,0
"83",5,481.838398813936,23.901752,8.3804,8.5344,6.2,481.838398813936,37.727824,11.2504,9.7536,7,"SA",0,0,0
"84",5,481.838398813936,37.727824,11.2504,9.7536,7,481.838398813936,47.01984,12.8576,10.668,7.7,"SA",0,0,0
"85",5,481.838398813936,47.01984,12.8576,10.668,7.7,481.838398813936,67.437086,16.27864,11.5824,8.9,"SA",0,0,0
"86",5,481.838398813936,67.437086,16.27864,11.5824,8.9,481.838398813936,89.134783,19.47008,12.8016,10.3,"SA",0,0,0
"87",5,481.838398813936,89.134783,19.47008,12.8016,10.3,481.838398813936,121.460923,23.32736,14.6304,12.1,"SA",0,0,0
"88",5,481.838398813936,121.460923,23.32736,14.6304,12.1,481.838398813936,150.400515,26.26624,15.8496,14.3,"SA",0,0,0
"89",5,481.838398813936,150.400515,26.26624,15.8496,14.3,481.838398813936,177.891728,29.43472,16.764,16.1,"SA",0,0,0
"90",5,481.838398813936,177.891728,29.43472,16.764,16.1,481.838398813936,215.899432,32.58024,18.5928,18.1,"SA",0,0,0
"91",5,481.838398813936,215.899432,32.58024,18.5928,18.1,481.838398813936,270.441047,36.52936,20.7264,20.3,"SA",0,0,0
"92",5,481.838398813936,270.441047,36.52936,20.7264,20.3,481.838398813936,297.281539,38.54984,21.6408,22.1,"SA",0,0,0
"93",5,481.838398813936,297.281539,38.54984,21.6408,22.1,481.838398813936,324.408908,40.73104,22.2504,24,"SA",0,0,0
"94",5,481.838398813936,324.408908,40.73104,22.2504,24,481.838398813936,359.01607,42.84336,23.1648,26,"SA",0,0,0
"95",5,481.838398813936,359.01607,42.84336,23.1648,26,469.483568075117,392.384763,44.90976,24.0792,28.1,"SA",0,0,0
"96",5,469.483568075117,392.384763,44.90976,24.0792,28.1,469.483568075117,412.305222,46.01184,24.6888,30,"SA",0,0,0
"97",5,469.483568075117,412.305222,46.01184,24.6888,30,457.128737336299,441.608658,47.5272,25.6032,32.1,"SA",0,0,0
"98",5,457.128737336299,441.608658,47.5272,25.6032,32.1,432.419075858661,454.119294,47.77976,26.2128,34.1,"SA",0,0,0
"99",5,432.419075858661,454.119294,47.77976,26.2128,34.1,407.709414381023,458.625362,47.7568,27.1272,36.2,"SA",0,0,0
"100",5,407.709414381023,458.625362,47.7568,27.1272,36.2,NA,NA,NA,NA,NA,"SA",0,0,0
"101",6,370.644922164566,0,3.0996,0,4.2,370.644922164566,11.076251,4.63792,7.3152,5.1,"SA",0,0,0
"102",6,370.644922164566,11.076251,4.63792,7.3152,5.1,370.644922164566,20.116375,6.7732,8.8392,6.2,"SA",0,0,0
"103",6,370.644922164566,20.116375,6.7732,8.8392,6.2,370.644922164566,31.76638,9.0692,10.0584,7,"SA",0,0,0
"104",6,370.644922164566,31.76638,9.0692,10.0584,7,370.644922164566,39.085242,10.4468,10.9728,7.7,"SA",0,0,0
"105",6,370.644922164566,39.085242,10.4468,10.9728,7.7,370.644922164566,58.431947,13.59232,12.192,8.9,"SA",0,0,0
"106",6,370.644922164566,58.431947,13.59232,12.192,8.9,370.644922164566,77.134928,16.32456,13.1064,10.3,"SA",0,0,0
"107",6,370.644922164566,77.134928,16.32456,13.1064,10.3,370.644922164566,102.729954,19.26344,14.9352,12.1,"SA",0,0,0
"108",6,370.644922164566,102.729954,19.26344,14.9352,12.1,370.644922164566,132.649126,22.386,16.4592,14.3,"SA",0,0,0
"109",6,370.644922164566,132.649126,22.386,16.4592,14.3,370.644922164566,159.5316,25.43968,17.3736,16.1,"SA",0,0,0
"110",6,370.644922164566,159.5316,25.43968,17.3736,16.1,370.644922164566,197.420355,28.44744,19.812,18.1,"SA",0,0,0
"111",6,370.644922164566,197.420355,28.44744,19.812,18.1,370.644922164566,244.1953,32.16696,21.336,20.3,"SA",0,0,0
"112",6,370.644922164566,244.1953,32.16696,21.336,20.3,370.644922164566,272.876003,33.9808,22.5552,22.1,"SA",0,0,0
"113",6,370.644922164566,272.876003,33.9808,22.5552,22.1,370.644922164566,300.815024,36.36864,23.4696,24,"SA",0,0,0
"114",6,370.644922164566,300.815024,36.36864,23.4696,24,370.644922164566,333.092185,38.20544,24.384,26,"SA",0,0,0
"115",6,370.644922164566,333.092185,38.20544,24.384,26,370.644922164566,365.73319,40.70808,24.9936,28.1,"SA",0,0,0
"116",6,370.644922164566,365.73319,40.70808,24.9936,28.1,370.644922164566,385.842568,42.2464,24.9936,30,"SA",0,0,0
"117",6,370.644922164566,385.842568,42.2464,24.9936,30,370.644922164566,409.912248,43.8536,25.6032,32.1,"SA",0,0,0
"118",6,370.644922164566,409.912248,43.8536,25.6032,32.1,370.644922164566,443.168989,45.5756,26.5176,34.1,"SA",0,0,0
"119",6,370.644922164566,443.168989,45.5756,26.5176,34.1,358.290091425747,461.850979,46.6088,27.432,36.2,"SA",0,0,0
"120",6,358.290091425747,461.850979,46.6088,27.432,36.2,NA,NA,NA,NA,NA,"SA",0,0,0
"121",7,247.096614776378,0,2.22712,0,4.2,247.096614776378,7.710694,3.19144,7.0104,5.1,"SA",0,0,0
"122",7,247.096614776378,7.710694,3.19144,7.0104,5.1,247.096614776378,14.007994,4.7068,8.5344,6.2,"SA",0,0,0
"123",7,247.096614776378,14.007994,4.7068,8.5344,6.2,247.096614776378,22.18049,6.29104,10.0584,7,"SA",0,0,0
"124",7,247.096614776378,22.18049,6.29104,10.0584,7,247.096614776378,28.001994,7.37016,10.668,7.7,"SA",0,0,0
"125",7,247.096614776378,28.001994,7.37016,10.668,7.7,247.096614776378,42.947586,9.8728,12.192,8.9,"SA",0,0,0
"126",7,247.096614776378,42.947586,9.8728,12.192,8.9,247.096614776378,58.711827,12.23768,13.716,10.3,"SA",0,0,0
"127",7,247.096614776378,58.711827,12.23768,13.716,10.3,247.096614776378,80.031686,14.74032,15.24,12.1,"SA",0,0,0
"128",7,247.096614776378,80.031686,14.74032,15.24,12.1,247.096614776378,105.703679,17.5644,16.764,14.3,"SA",0,0,0
"129",7,247.096614776378,105.703679,17.5644,16.764,14.3,247.096614776378,131.445642,20.29664,18.288,16.1,"SA",0,0,0
"130",7,247.096614776378,131.445642,20.29664,18.288,16.1,247.096614776378,164.912293,23.21256,19.812,18.1,"SA",0,0,0
"131",7,247.096614776378,164.912293,23.21256,19.812,18.1,247.096614776378,207.447056,26.56472,21.336,20.3,"SA",0,0,0
"132",7,247.096614776378,207.447056,26.56472,21.336,20.3,247.096614776378,230.942982,28.2408,22.5552,22.1,"SA",0,0,0
