parcela2,parcela,N,N2,V,V2,ABu,ABu2,AB,AB2,CI,CI2,AD,AD2,E,E2,Anio_Aclareo,Aclareo,star_aclareo,Densidad,Densidad2,Mortalidad,V_mort,AB_mort,V_punta_10cm,V_punta_10cm2,V_mort_punta10cm,V_punta_15cm,V_punta_15cm2,DCM
11,11,247.0966148,247.0966148,205.984683,235.288119,49.96096,52.18808,26.1744,28.7,0.476102941,0.450065992,21.9456,22.86,26,28.1,SA,CA,ResAcl,Media,Baja,0,0,0,204.3124,233.678809,0,182.83161,212.91871,36.72484987
11,11,247.0966148,247.0966148,235.288119,255.229569,52.18808,50.46608,28.7,30.21536,0.450065992,0.401273885,22.86,23.1648,28.1,30,SA,CA,ResAcl,Media,Baja,0,0,0,233.678809,253.634253,0,212.91871,233.119049,38.45586725
11,11,247.0966148,247.0966148,255.229569,278.991381,50.46608,51.66,30.21536,32.12104,0.401273885,0.378222222,23.1648,23.7744,30,32.1,SA,CA,ResAcl,Media,Baja,0,0,0,253.634253,277.438047,0,233.119049,257.405636,39.45804357
11,11,247.0966148,247.0966148,278.991381,296.385923,51.66,50.71864,32.12104,33.54456,0.378222222,0.338614758,23.7744,23.7744,32.1,34.1,SA,CA,ResAcl,Media,Baja,0,0,0,277.438047,294.85358,0,257.405636,275.178016,40.68332692
11,11,247.0966148,234.741784,296.385923,307.147309,50.71864,49.86912,33.54456,33.4068,0.338614758,0.330110497,23.7744,24.9936,34.1,36.2,SA,CA,ResAcl,Media,Baja,0,0,0,294.85358,305.684936,0,275.178016,286.80703,41.57504341
12,12,988.3864591,741.2898443,0,21.067967,7.04872,10.58456,9.09216,10.60752,-0.28990228,-0.002169197,0,6.096,4.2,5.1,SA,CA,NA,Baja,Baja,0,0,0,0,14.448805,0,0,0,10.82244035
12,12,741.2898443,494.1932296,21.067967,22.145505,10.58456,14.53368,10.60752,8.70184,-0.002169197,0.401263823,6.096,7.62,5.1,6.2,SA,CA,NA,Baja,Baja,247.0966148,5.625588,2.91592,14.448805,17.401539,3.183635,0,0,13.49795462
12,12,494.1932296,494.1932296,22.145505,30.779803,14.53368,18.368,8.70184,10.14832,0.401263823,0.4475,7.62,8.8392,6.2,7,SA,CA,NA,Baja,Baja,247.0966148,9.103097,3.69656,17.401539,25.755957,6.472225,0,0,14.97311674
12,12,494.1932296,494.1932296,30.779803,38.182629,18.368,20.4344,10.14832,11.7096,0.4475,0.426966292,8.8392,9.4488,7,7.7,SA,CA,NA,Baja,Baja,0,0,0,25.755957,33.396681,0,0,0.104955,16.16976619
12,12,494.1932296,494.1932296,38.182629,56.906601,20.4344,23.90136,11.7096,15.1536,0.426966292,0.365994236,9.4488,10.9728,7.7,8.9,SA,CA,NA,Baja,Baja,0,0,0,33.396681,52.428521,0,0.104955,5.170783,17.36911512
12,12,494.1932296,247.0966148,56.906601,38.175632,23.90136,27.50608,15.1536,9.2988,0.365994236,0.661936561,10.9728,11.5824,8.9,10.3,A,CA,NA,Baja,Baja,0,0,0,52.428521,36.111517,0,5.170783,10.880335,19.75898235
12,12,247.0966148,247.0966148,38.175632,58.585881,27.50608,29.22808,9.2988,12.12288,0.661936561,0.585231736,11.5824,13.4112,10.3,12.1,SA,CA,ResAcl,Baja,Baja,247.0966148,35.159925,8.63296,36.111517,56.633718,32.976861,10.880335,31.542476,21.88946338
12,12,247.0966148,247.0966148,58.585881,77.820634,29.22808,31.89144,12.12288,14.53368,0.585231736,0.544276458,13.4112,14.6304,12.1,14.3,SA,CA,ResAcl,Baja,Baja,0,0,0,56.633718,75.959432,0,31.542476,51.98771,24.99335539
12,12,247.0966148,247.0966148,77.820634,93.661842,31.89144,34.46296,14.53368,16.78376,0.544276458,0.512991339,14.6304,14.9352,14.3,16.1,SA,CA,ResAcl,Baja,Baja,0,0,0,75.959432,91.933583,0,51.98771,69.662132,27.36588253
12,12,247.0966148,247.0966148,93.661842,122.041674,34.46296,37.70032,16.78376,19.79152,0.512991339,0.475030451,14.9352,16.764,16.1,18.1,SA,CA,ResAcl,Baja,Baja,0,0,0,91.933583,120.383385,0,69.662132,98.986559,29.40805432
12,12,247.0966148,247.0966148,122.041674,154.535742,37.70032,40.57032,19.79152,22.47784,0.475030451,0.445953594,16.764,18.5928,18.1,20.3,SA,CA,ResAcl,Baja,Baja,0,0,0,120.383385,152.877453,0,98.986559,131.47363,31.93458203
12,12,247.0966148,247.0966148,154.535742,171.160614,40.57032,42.3612,22.47784,24.03912,0.445953594,0.432520325,18.5928,19.2024,20.3,22.1,SA,CA,ResAcl,Baja,Baja,0,0,0,152.877453,169.523316,0,131.47363,148.427361,34.03289935
12,12,247.0966148,247.0966148,171.160614,187.484615,42.3612,43.8536,24.03912,25.76112,0.432520325,0.412565445,19.2024,19.812,22.1,24,SA,CA,ResAcl,Baja,Baja,0,0,0,169.523316,185.91029,0,148.427361,165.577008,35.19499795
12,12,247.0966148,247.0966148,187.484615,210.154895,43.8536,45.87408,25.76112,27.41424,0.412565445,0.402402402,19.812,21.336,24,26,SA,CA,ResAcl,Baja,Baja,0,0,0,185.91029,208.573573,0,165.577008,188.240291,36.43376324
12,12,247.0966148,247.0966148,210.154895,233.832743,45.87408,47.11392,27.41424,29.41176,0.402402402,0.375730994,21.336,21.9456,26,28.1,SA,CA,ResAcl,Baja,Baja,0,0,0,208.573573,232.286406,0,188.240291,212.400932,37.58458565
12,12,247.0966148,247.0966148,233.832743,250.618546,47.11392,47.43536,29.41176,30.55976,0.375730994,0.355759923,21.9456,22.86,28.1,30,SA,CA,ResAcl,Baja,Baja,0,0,0,232.286406,249.072209,0,212.400932,229.137756,38.92979961
12,12,247.0966148,247.0966148,250.618546,266.830595,47.43536,49.22624,30.55976,31.84552,0.355759923,0.353078358,22.86,23.4696,30,32.1,SA,CA,ResAcl,Baja,Baja,0,0,0,249.072209,265.305249,0,229.137756,245.671667,39.68228127
12,12,247.0966148,247.0966148,266.830595,281.937118,49.22624,49.57064,31.84552,33.08536,0.353078358,0.332561371,23.4696,23.7744,32.1,34.1,SA,CA,ResAcl,Baja,Baja,0,0,0,265.305249,280.432763,0,245.671667,261.030082,40.50846941
12,12,247.0966148,247.0966148,281.937118,297.30253,49.57064,50.32832,33.08536,34.23336,0.332561371,0.31979927,23.7744,24.0792,34.1,36.2,SA,CA,ResAcl,Baja,Baja,0,0,0,280.432763,295.805172,0,261.030082,276.500449,41.28949715
13,13,2891.030393,2891.030393,0,30.849773,16.46232,21.72016,12.67392,18.00064,0.230125523,0.171247357,0,5.7912,4.2,5.1,SA,CA,NA,Alta,Alta,0,0,0,0,1.595316,0,0,0,7.471094184
13,13,2891.030393,2891.030393,30.849773,53.639002,21.72016,26.67952,18.00064,24.77384,0.171247357,0.071428571,5.7912,7.0104,5.1,6.2,SA,CA,NA,Alta,Alta,0,0,0,1.595316,14.931598,0,0,0,8.903744803
13,13,2891.030393,2891.030393,53.639002,77.792646,26.67952,30.8812,24.77384,30.00872,0.071428571,0.028252788,7.0104,8.5344,6.2,7,SA,CA,NA,Alta,Alta,0,0,0,14.931598,35.950586,0,0,0,10.44540768
13,13,2891.030393,2891.030393,77.792646,92.248448,30.8812,33.9808,30.00872,32.718,0.028252788,0.037162162,8.5344,9.144,7,7.7,SA,CA,NA,Alta,Alta,0,0,0,35.950586,49.321853,0,0,0,11.49615118
13,13,2891.030393,2841.61107,92.248448,116.695966,33.9808,36.94264,32.718,36.41456,0.037162162,0.014294593,9.144,10.3632,7.7,8.9,SA,CA,NA,Alta,Alta,0,0,0,49.321853,72.293004,0,0,0,12.0038927
13,13,2841.61107,988.3864591,116.695966,63.308856,36.94264,38.18248,36.41456,17.72512,0.014294593,0.535778713,10.3632,11.2776,8.9,10.3,A,CA,NA,Alta,Alta,49.41932296,0.706697,0.27552,72.293004,50.112514,0.111952,0,0,12.77351066
13,13,988.3864591,988.3864591,63.308856,94.046677,38.18248,37.44776,17.72512,22.22528,0.535778713,0.40649908,11.2776,12.4968,10.3,12.1,SA,CA,ResAcl,Alta,Alta,1853.224611,7.451805,0.36736,50.112514,81.018263,47.110801,0,0.944595,15.11075826
13,13,988.3864591,988.3864591,94.046677,127.779214,37.44776,40.8688,22.22528,26.90912,0.40649908,0.341573034,12.4968,13.716,12.1,14.3,SA,CA,ResAcl,Alta,Alta,0,0,0,81.018263,115.261581,0,0.944595,7.710694,16.92058159
13,13,988.3864591,988.3864591,127.779214,160.056375,40.8688,43.30256,26.90912,31.24856,0.341573034,0.278366914,13.716,14.6304,14.3,16.1,SA,CA,ResAcl,Alta,Alta,0,0,0,115.261581,148.105499,0,7.710694,25.126227,18.61835958
13,13,988.3864591,988.3864591,160.056375,211.498319,43.30256,46.17256,31.24856,36.71304,0.278366914,0.204873197,14.6304,16.1544,16.1,18.1,SA,CA,ResAcl,Alta,Alta,0,0,0,148.105499,199.715371,0,25.126227,63.476784,20.0634988
13,13,988.3864591,988.3864591,211.498319,267.572277,46.17256,47.34352,36.71304,41.62648,0.204873197,0.120756547,16.1544,17.9832,18.1,20.3,SA,CA,ResAcl,Alta,Alta,0,0,0,199.715371,255.649389,0,63.476784,112.287856,21.74712444
13,13,988.3864591,976.0316284,267.572277,301.024934,47.34352,48.28488,41.62648,44.26688,0.120756547,0.083214456,17.9832,18.8976,20.3,22.1,SA,CA,ResAcl,Alta,Alta,0,0,0,255.649389,289.290965,0,112.287856,145.824477,23.15669149
13,13,976.0316284,976.0316284,301.024934,329.726628,48.28488,49.84616,44.26688,46.9532,0.083214456,0.058037771,18.8976,20.1168,22.1,24,SA,CA,ResAcl,Alta,Alta,12.35483074,2.441953,0.39032,289.290965,318.125602,2.267028,145.824477,176.226442,24.03048689
13,13,976.0316284,963.6767976,329.726628,359.981656,49.84616,51.40744,46.9532,48.72112,0.058037771,0.052255471,20.1168,21.0312,24,26,SA,CA,ResAcl,Alta,Alta,0,0,0,318.125602,348.366636,0,176.226442,206.523452,24.74888922
13,13,963.6767976,926.6123054,359.981656,393.259388,51.40744,53.22128,48.72112,51.01712,0.052255471,0.041415013,21.0312,21.6408,26,28.1,SA,CA,ResAcl,Alta,Alta,12.35483074,4.156218,0.574,348.366636,382.421035,4.009281,206.523452,246.490316,25.37160782
13,13,926.6123054,877.1929825,393.259388,408.813719,53.22128,52.64728,51.01712,51.45336,0.041415013,0.022677715,21.6408,22.2504,28.1,30,SA,CA,ResAcl,Alta,Alta,37.06449222,5.590603,0.89544,382.421035,398.766027,4.925888,246.490316,269.902278,26.47670867
13,13,877.1929825,877.1929825,408.813719,438.208116,52.64728,54.8744,51.45336,53.956,0.022677715,0.016736402,22.2504,22.5552,30,32.1,SA,CA,ResAcl,Alta,Alta,49.41932296,10.201626,1.46944,398.766027,428.272376,9.347992,269.902278,300.857006,27.3284094
13,13,877.1929825,790.7091673,438.208116,435.976073,54.8744,53.0376,53.956,52.37176,0.016736402,0.012554113,22.5552,22.86,32.1,34.1,SA,CA,ResAcl,Alta,Alta,0,0,0,428.272376,427.327781,0,300.857006,315.942538,27.98513189
13,13,790.7091673,691.8705214,435.976073,424.983786,53.0376,52.25696,52.37176,49.57064,0.012554113,0.051405975,22.86,23.7744,34.1,36.2,SA,CA,ResAcl,Alta,Alta,86.48381517,24.013704,3.16848,427.327781,417.049188,22.67028,315.942538,314.878994,29.03990938
14,14,2928.094885,2928.094885,0,32.368122,16.46232,21.72016,13.11016,18.55168,0.20362622,0.145877378,0,5.7912,4.2,5.1,SA,CA,NA,Alta,Alta,0,0,0,0,2.490932,0,0,0,7.550339539
14,14,2928.094885,2928.094885,32.368122,54.632576,21.72016,26.67952,18.55168,25.04936,0.145877378,0.061101549,5.7912,7.0104,5.1,6.2,SA,CA,NA,Alta,Alta,0,0,0,2.490932,15.792229,0,0,0,8.981608251
14,14,2928.094885,2928.094885,54.632576,79.394959,26.67952,30.8812,25.04936,30.60568,0.061101549,0.008921933,7.0104,8.2296,6.2,7,SA,CA,NA,Alta,Alta,0,0,0,15.792229,37.426953,0,0,0,10.43664241
14,14,2928.094885,2928.094885,79.394959,94.410521,30.8812,33.9808,30.60568,33.08536,0.008921933,0.026351351,8.2296,9.144,7,7.7,SA,CA,NA,Alta,Alta,0,0,0,37.426953,50.329421,0,0,0,11.53621929
14,14,2928.094885,2829.256239,94.410521,118.935006,33.9808,36.94264,33.08536,36.87376,0.026351351,0.001864512,9.144,10.3632,7.7,8.9,SA,CA,NA,Alta,Alta,0,0,0,50.329421,74.755948,0,0,0,11.99445222
14,14,2829.256239,494.1932296,118.935006,38.700407,36.94264,38.18248,36.87376,10.26312,0.001864512,0.731208659,10.3632,11.2776,8.9,10.3,A,CA,NA,Alta,Alta,98.83864591,1.182493,0.4592,74.755948,32.543047,0,0,0,12.88183199
14,14,494.1932296,494.1932296,38.700407,62.182339,38.18248,37.44776,10.26312,14.09744,0.731208659,0.623543838,11.2776,12.4968,10.3,12.1,SA,CA,ResAcl,Alta,Alta,2335.06301,36.111517,7.9212,32.543047,56.626721,68.01084,0,2.560902,16.26096695
14,14,494.1932296,494.1932296,62.182339,87.11265,37.44776,40.8688,14.09744,17.70216,0.623543838,0.566853933,12.4968,13.716,12.1,14.3,SA,CA,ResAcl,Alta,Alta,0,0,0,56.626721,81.962858,0,2.560902,20.963012,19.05797668
14,14,494.1932296,494.1932296,87.11265,113.260439,40.8688,43.30256,17.70216,21.30688,0.566853933,0.50795334,13.716,14.9352,14.3,16.1,SA,CA,ResAcl,Alta,Alta,0,0,0,81.962858,108.502479,0,20.963012,47.894465,21.35599422
14,14,494.1932296,494.1932296,113.260439,153.549165,43.30256,46.17256,21.30688,25.69224,0.50795334,0.443560418,14.9352,16.4592,16.1,18.1,SA,CA,ResAcl,Alta,Alta,0,0,0,108.502479,148.952136,0,47.894465,89.792501,23.42969276
14,14,494.1932296,494.1932296,153.549165,203.353811,46.17256,47.34352,25.69224,30.23832,0.443560418,0.361299709,16.4592,18.5928,18.1,20.3,SA,CA,ResAcl,Alta,Alta,0,0,0,148.952136,198.819755,0,89.792501,140.506757,25.72809607
14,14,494.1932296,494.1932296,203.353811,231.747637,47.34352,48.28488,30.23832,32.46544,0.361299709,0.327627199,18.5928,19.5072,20.3,22.1,SA,CA,ResAcl,Alta,Alta,0,0,0,198.819755,227.213581,0,140.506757,168.802625,27.91164887
14,14,494.1932296,494.1932296,231.747637,259.385787,48.28488,49.84616,32.46544,35.42728,0.327627199,0.289267619,19.5072,20.1168,22.1,24,SA,CA,ResAcl,Alta,Alta,0,0,0,227.213581,255.04065,0,168.802625,199.162608,28.92126669
14,14,494.1932296,494.1932296,259.385787,289.46589,49.84616,51.40744,35.42728,37.60848,0.289267619,0.268423403,20.1168,21.0312,24,26,SA,CA,ResAcl,Alta,Alta,0,0,0,255.04065,285.120753,0,199.162608,229.179738,30.21172818
14,14,494.1932296,494.1932296,289.46589,324.129028,51.40744,53.22128,37.60848,40.84584,0.268423403,0.232528041,21.0312,21.9456,26,28.1,SA,CA,ResAcl,Alta,Alta,0,0,0,285.120753,319.923831,0,229.179738,265.81603,31.12788077
14,14,494.1932296,494.1932296,324.129028,348.912402,53.22128,52.64728,40.84584,42.26936,0.232528041,0.197121675,21.9456,22.5552,28.1,30,SA,CA,ResAcl,Alta,Alta,0,0,0,319.923831,344.651229,0,265.81603,289.836731,32.43998013
14,14,494.1932296,494.1932296,348.912402,372.422322,52.64728,54.8744,42.26936,44.35872,0.197121675,0.191631799,22.5552,22.86,30,32.1,SA,CA,ResAcl,Alta,Alta,0,0,0,344.651229,368.245113,0,289.836731,314.452177,33.00042247
14,14,494.1932296,481.8383988,372.422322,388.634371,54.8744,53.0376,44.35872,45.4608,0.191631799,0.142857143,22.86,23.4696,32.1,34.1,SA,CA,ResAcl,Alta,Alta,0,0,0,368.245113,384.660075,0,314.452177,333.588972,33.80618522
14,14,481.8383988,481.8383988,388.634371,414.047475,53.0376,52.25696,45.4608,46.9532,0.142857143,0.101493849,23.4696,23.7744,34.1,36.2,SA,CA,ResAcl,Alta,Alta,12.35483074,3.841353,0.52808,384.660075,410.038194,3.680422,333.588972,358.428322,34.65954785
15,15,2829.256239,2829.256239,0,30.870764,16.46232,21.72016,12.21472,17.61032,0.258019526,0.189217759,0,6.096,4.2,5.1,SA,CA,NA,Alta,Alta,0,0,0,0,2.16907,0,0,0,7.414138185
15,15,2829.256239,2829.256239,30.870764,51.490923,21.72016,26.67952,17.61032,23.74064,0.189217759,0.110154905,6.096,7.3152,5.1,6.2,SA,CA,NA,Alta,Alta,0,0,0,2.16907,13.749105,0,0,0,8.902306487
15,15,2829.256239,2829.256239,51.490923,75.231744,26.67952,30.8812,23.74064,28.97552,0.110154905,0.061710037,7.3152,8.5344,6.2,7,SA,CA,NA,Alta,Alta,0,0,0,13.749105,33.718543,0,0,0,10.33630056
15,15,2829.256239,2804.546578,75.231744,89.680549,30.8812,33.9808,28.97552,31.50112,0.061710037,0.072972973,8.5344,9.4488,7,7.7,SA,CA,NA,Alta,Alta,0,0,0,33.718543,46.865906,0,0,0,11.41916997
15,15,2804.546578,2779.836916,89.680549,118.725096,33.9808,36.94264,31.50112,35.86352,0.072972973,0.02921069,9.4488,10.668,7.7,8.9,SA,CA,NA,Alta,Alta,24.70966148,0.083964,0.04592,46.865906,74.539041,0,0,0,11.95877592
15,15,2779.836916,494.1932296,118.725096,36.601307,36.94264,38.18248,35.86352,9.62024,0.02921069,0.748045701,10.668,11.5824,8.9,10.3,A,CA,NA,Alta,Alta,24.70966148,0.223904,0.09184,74.539041,30.003136,0,0,0,12.81657127
15,15,494.1932296,494.1932296,36.601307,58.103088,38.18248,37.44776,9.62024,12.90352,0.748045701,0.655426119,11.5824,13.716,10.3,12.1,SA,CA,ResAcl,Alta,Alta,2285.643687,31.801365,6.29104,30.003136,52.008701,63.315853,0,3.00871,15.74343941
15,15,494.1932296,494.1932296,58.103088,81.829915,37.44776,40.8688,12.90352,16.25568,0.655426119,0.602247191,13.716,14.9352,12.1,14.3,SA,CA,ResAcl,Alta,Alta,0,0,0,52.008701,76.204327,0,3.00871,15.666283,18.23311047
15,15,494.1932296,494.1932296,81.829915,106.879175,40.8688,43.30256,16.25568,19.56192,0.602247191,0.548250265,14.9352,16.1544,14.3,16.1,SA,CA,ResAcl,Alta,Alta,0,0,0,76.204327,101.603437,0,15.666283,37.231037,20.46488151
15,15,494.1932296,494.1932296,106.879175,146.370243,43.30256,46.17256,19.56192,23.48808,0.548250265,0.491297862,16.1544,18.288,16.1,18.1,SA,CA,ResAcl,Alta,Alta,0,0,0,101.603437,141.192463,0,37.231037,75.231744,22.44979621
15,15,494.1932296,494.1932296,146.370243,189.842604,46.17256,47.34352,23.48808,27.75864,0.491297862,0.413676043,18.288,19.5072,18.1,20.3,SA,CA,ResAcl,Alta,Alta,0,0,0,141.192463,184.846746,0,75.231744,120.796208,24.59973464
15,15,494.1932296,494.1932296,189.842604,208.972402,47.34352,48.28488,27.75864,28.99848,0.413676043,0.399429387,19.5072,20.4216,20.3,22.1,SA,CA,ResAcl,Alta,Alta,0,0,0,184.846746,203.89258,0,120.796208,138.722522,26.74273101
15,15,494.1932296,494.1932296,208.972402,243.054789,48.28488,49.84616,28.99848,32.30472,0.399429387,0.351911561,20.4216,21.6408,22.1,24,SA,CA,ResAcl,Alta,Alta,0,0,0,203.89258,238.156889,0,138.722522,175.155901,27.33343927
15,15,494.1932296,494.1932296,243.054789,271.826453,49.84616,51.40744,32.30472,34.34816,0.351911561,0.331844573,21.6408,22.86,24,26,SA,CA,ResAcl,Alta,Alta,0,0,0,238.156889,266.921556,0,175.155901,203.836604,28.84959058
15,15,494.1932296,494.1932296,271.826453,301.101901,51.40744,53.22128,34.34816,36.8508,0.331844573,0.307592752,22.86,23.4696,26,28.1,SA,CA,ResAcl,Alta,Alta,0,0,0,266.921556,296.301959,0,203.836604,234.567428,29.74804312
15,15,494.1932296,494.1932296,301.101901,321.834012,53.22128,52.64728,36.8508,38.3432,0.307592752,0.271696468,23.4696,23.4696,28.1,30,SA,CA,ResAcl,Alta,Alta,0,0,0,296.301959,317.020076,0,234.567428,255.11062,30.81272613
15,15,494.1932296,494.1932296,321.834012,344.560268,52.64728,54.8744,38.3432,40.0652,0.271696468,0.269874477,23.4696,23.7744,30,32.1,SA,CA,ResAcl,Alta,Alta,0,0,0,317.020076,339.788314,0,255.11062,278.382642,31.43046752
15,15,494.1932296,494.1932296,344.560268,368.028206,54.8744,53.0376,40.0652,41.92496,0.269874477,0.20952381,23.7744,24.0792,32.1,34.1,SA,CA,ResAcl,Alta,Alta,0,0,0,339.788314,363.291237,0,278.382642,302.34037,32.12849048
15,15,494.1932296,469.4835681,368.028206,381.329503,53.0376,52.25696,41.92496,41.99384,0.20952381,0.196397188,24.0792,24.9936,34.1,36.2,SA,CA,ResAcl,Alta,Alta,0,0,0,363.291237,376.683495,0,302.34037,316.859145,32.86570798
16,16,1000.74129,1000.74129,0,17.499497,9.66616,14.35,5.90072,9.20696,0.389548694,0.3584,0,5.7912,4.2,5.1,SA,CA,NA,Media,Baja,148.2579689,0,0.16072,0,5.702555,0,0,0,8.664562793
16,16,1000.74129,988.3864591,17.499497,32.787942,14.35,19.0568,9.20696,13.50048,0.3584,0.291566265,5.7912,7.3152,5.1,6.2,SA,CA,NA,Media,Baja,0,0,0,5.702555,21.396826,0,0,0,10.82311513
16,16,988.3864591,988.3864591,32.787942,51.302004,19.0568,23.51104,13.50048,17.49552,0.291566265,0.255859375,7.3152,8.5344,6.2,7,SA,CA,NA,Media,Baja,12.35483074,0.412823,0.16072,21.396826,40.211759,0.272883,0,0,13.18761533
16,16,988.3864591,988.3864591,51.302004,61.636573,23.51104,25.73816,17.49552,19.47008,0.255859375,0.24353256,8.5344,9.4488,7,7.7,SA,CA,NA,Media,Baja,0,0,0,40.211759,50.644286,0,0,0.167928,15.01257166
16,16,988.3864591,988.3864591,61.636573,86.594872,25.73816,29.34288,19.47008,23.74064,0.24353256,0.190923318,9.4488,10.668,7.7,8.9,SA,CA,NA,Media,Baja,0,0,0,50.644286,75.819492,0,0.167928,2.93874,15.83709544
16,16,988.3864591,494.1932296,86.594872,58.487923,29.34288,32.8328,23.74064,14.64848,0.190923318,0.553846154,10.668,11.2776,8.9,10.3,A,CA,NA,Media,Baja,0,0,0,75.819492,53.576029,0,2.93874,6.738111,17.48790869
16,16,494.1932296,494.1932296,58.487923,81.969855,32.8328,35.4732,14.64848,17.794,0.553846154,0.498381877,11.2776,13.1064,10.3,12.1,SA,CA,ResAcl,Media,Baja,494.1932296,47.985426,12.32952,53.576029,77.099943,42.387826,6.738111,20.669138,19.42687496
16,16,494.1932296,494.1932296,81.969855,107.872749,35.4732,37.90696,17.794,21.21504,0.498381877,0.440339188,13.1064,14.3256,12.1,14.3,SA,CA,ResAcl,Media,Baja,0,0,0,77.099943,103.212747,0,20.669138,44.018127,21.41132072
16,16,494.1932296,494.1932296,107.872749,132.649126,37.90696,40.43256,21.21504,24.36056,0.440339188,0.39750142,14.3256,14.9352,14.3,16.1,SA,CA,ResAcl,Media,Baja,0,0,0,103.212747,128.199034,0,44.018127,70.907598,23.3791432
16,16,494.1932296,494.1932296,132.649126,169.474337,40.43256,42.61376,24.36056,28.0112,0.39750142,0.342672414,14.9352,16.764,16.1,18.1,SA,CA,ResAcl,Media,Baja,0,0,0,128.199034,165.073224,0,70.907598,108.467494,25.05245539
16,16,494.1932296,494.1932296,169.474337,216.613126,42.61376,46.65472,28.0112,32.09808,0.342672414,0.312007874,16.764,18.5928,18.1,20.3,SA,CA,ResAcl,Media,Baja,0,0,0,165.073224,212.233004,0,108.467494,155.844181,26.86411395
16,16,494.1932296,494.1932296,216.613126,242.669954,46.65472,48.3308,32.09808,33.88896,0.312007874,0.298812352,18.5928,20.1168,20.3,22.1,SA,CA,ResAcl,Media,Baja,0,0,0,212.233004,238.212865,0,155.844181,180.87245,28.75717308
16,16,494.1932296,494.1932296,242.669954,267.852157,48.3308,48.03232,33.88896,36.52936,0.298812352,0.239483748,20.1168,20.1168,22.1,24,SA,CA,ResAcl,Media,Baja,0,0,0,238.212865,263.555999,0,180.87245,208.272702,29.54852348
16,16,494.1932296,494.1932296,267.852157,297.414482,48.03232,49.96096,36.52936,38.61872,0.239483748,0.227022059,20.1168,20.7264,24,26,SA,CA,ResAcl,Media,Baja,0,0,0,263.555999,293.090336,0,208.272702,237.40821,30.67804607
16,16,494.1932296,494.1932296,297.414482,329.201853,49.96096,52.18808,38.61872,41.2132,0.227022059,0.210294765,20.7264,21.9456,26,28.1,SA,CA,ResAcl,Media,Baja,0,0,0,293.090336,324.933683,0,237.40821,270.056212,31.54318923
16,16,494.1932296,494.1932296,329.201853,351.52928,52.18808,50.46608,41.2132,43.00408,0.210294765,0.147861692,21.9456,22.5552,28.1,30,SA,CA,ResAcl,Media,Baja,0,0,0,324.933683,347.310089,0,270.056212,293.006372,32.58553322
16,16,494.1932296,494.1932296,351.52928,374.82929,50.46608,51.66,43.00408,44.74904,0.147861692,0.133777778,22.5552,23.4696,30,32.1,SA,CA,ResAcl,Media,Baja,0,0,0,347.310089,370.645084,0,293.006372,316.796172,33.28599122
16,16,494.1932296,494.1932296,374.82929,401.172995,51.66,50.71864,44.74904,46.494,0.133777778,0.083295609,23.4696,24.0792,32.1,34.1,SA,CA,ResAcl,Media,Baja,0,0,0,370.645084,396.981792,0,316.796172,343.118886,33.95459269
16,16,494.1932296,481.8383988,401.172995,415.41189,50.71864,49.86912,46.494,47.32056,0.083295609,0.051104972,24.0792,24.384,34.1,36.2,SA,CA,ResAcl,Media,Baja,0,0,0,396.981792,411.332639,0,343.118886,358.764178,34.61028052
17,17,988.3864591,741.2898443,0,20.382261,7.04872,10.58456,7.64568,8.9544,-0.084690554,0.154013015,0,7.0104,4.2,5.1,SA,CA,NA,Baja,Baja,0,0,0,0,11.68499,0,0,0,9.924296354
17,17,741.2898443,494.1932296,20.382261,25.839921,10.58456,14.53368,8.9544,9.11512,0.154013015,0.372827804,7.0104,8.2296,5.1,6.2,SA,CA,NA,Baja,Baja,247.0966148,5.023846,2.34192,11.68499,20.746105,1.686277,0,0,12.40164455
17,17,494.1932296,494.1932296,25.839921,41.289297,14.53368,18.368,9.11512,12.07696,0.372827804,0.3425,8.2296,10.0584,6.2,7,SA,CA,NA,Baja,Baja,247.0966148,10.922317,3.92616,20.746105,36.412388,8.11652,0,0,15.32455453
17,17,494.1932296,494.1932296,41.289297,52.050683,18.368,20.4344,12.07696,14.02856,0.3425,0.313483146,10.0584,10.3632,7,7.7,SA,CA,NA,Baja,Baja,0,0,0,36.412388,47.376687,0,0,1.378409,17.63946779
17,17,494.1932296,494.1932296,52.050683,73.293575,20.4344,23.90136,14.02856,17.4496,0.313483146,0.269932757,10.3632,12.192,7.7,8.9,SA,CA,NA,Baja,Baja,0,0,0,47.376687,68.878468,0,1.378409,14.532769,19.01136109
17,17,494.1932296,494.1932296,73.293575,95.383104,23.90136,27.50608,17.4496,20.82472,0.269932757,0.242904841,12.192,13.1064,8.9,10.3,A,CA,NA,Baja,Baja,0,0,0,68.878468,91.226886,0,14.532769,37.706833,21.20310196
17,17,494.1932296,494.1932296,95.383104,124.952426,27.50608,29.22808,20.82472,23.85544,0.242904841,0.183817753,13.1064,14.6304,10.3,12.1,SA,CA,ResAcl,Baja,Baja,0,0,0,91.226886,120.691253,0,37.706833,65.813782,23.1630769
17,17,494.1932296,494.1932296,124.952426,158.936855,29.22808,31.89144,23.85544,27.27648,0.183817753,0.144708423,14.6304,17.0688,12.1,14.3,SA,CA,ResAcl,Baja,Baja,0,0,0,120.691253,154.682679,0,65.813782,99.924157,24.79136157
