parcela2,parcela,N,N2,V,V2,ABu,ABu2,AB,AB2,CI,CI2,AD,AD2,E,E2,Anio_Aclareo,Aclareo,star_aclareo,Densidad,Densidad2,Mortalidad,V_mort,AB_mort,V_punta_10cm,V_punta_10cm2,V_mort_punta10cm,V_punta_15cm,V_punta_15cm2,DCM
6,6,370.6449222,370.6449222,20.116375,31.76638,0,0,6.7732,9.0692,#¿NOMBRE?,#¿NOMBRE?,8.8392,10.0584,6.2,7,SA,SA,NA,Baja,Baja,0,0,0,16.072109,28.015988,0,0,0.111952,15.25362207
6,6,370.6449222,370.6449222,31.76638,39.085242,0,0,9.0692,10.4468,#¿NOMBRE?,#¿NOMBRE?,10.0584,10.9728,7,7.7,SA,SA,NA,Baja,Baja,0,0,0,28.015988,35.530766,0,0.111952,1.567328,17.65064262
6,6,370.6449222,370.6449222,39.085242,58.431947,0,0,10.4468,13.59232,#¿NOMBRE?,#¿NOMBRE?,10.9728,12.192,7.7,8.9,SA,SA,NA,Baja,Baja,0,0,0,35.530766,55.143357,0,1.567328,14.070967,18.94382496
6,6,370.6449222,370.6449222,58.431947,77.134928,0,0,13.59232,16.32456,#¿NOMBRE?,#¿NOMBRE?,12.192,13.1064,8.9,10.3,SA,SA,NA,Baja,Baja,0,0,0,55.143357,74.014266,0,14.070967,33.683558,21.60841078
6,6,370.6449222,370.6449222,77.134928,102.729954,0,0,16.32456,19.26344,#¿NOMBRE?,#¿NOMBRE?,13.1064,14.9352,10.3,12.1,SA,SA,NA,Baja,Baja,0,0,0,74.014266,99.665268,0,33.683558,60.202188,23.68082205
6,6,370.6449222,370.6449222,102.729954,132.649126,0,0,19.26344,22.386,#¿NOMBRE?,#¿NOMBRE?,14.9352,16.4592,12.1,14.3,SA,SA,NA,Baja,Baja,0,0,0,99.665268,129.640416,0,60.202188,90.898027,25.72426378
6,6,370.6449222,370.6449222,132.649126,159.5316,0,0,22.386,25.43968,#¿NOMBRE?,#¿NOMBRE?,16.4592,17.3736,14.3,16.1,SA,SA,NA,Baja,Baja,0,0,0,129.640416,156.66283,0,90.898027,119.71867,27.73092024
6,6,370.6449222,370.6449222,159.5316,197.420355,0,0,25.43968,28.44744,#¿NOMBRE?,#¿NOMBRE?,17.3736,19.812,16.1,18.1,SA,SA,NA,Baja,Baja,0,0,0,156.66283,194.530594,0,119.71867,157.250578,29.56186668
6,6,370.6449222,370.6449222,197.420355,244.1953,0,0,28.44744,32.16696,#¿NOMBRE?,#¿NOMBRE?,19.812,21.336,18.1,20.3,SA,SA,NA,Baja,Baja,0,0,0,194.530594,241.319533,0,157.250578,204.3124,31.26062286
6,6,370.6449222,370.6449222,244.1953,272.876003,0,0,32.16696,33.9808,#¿NOMBRE?,#¿NOMBRE?,21.336,22.5552,20.3,22.1,SA,SA,NA,Baja,Baja,0,0,0,241.319533,269.965251,0,204.3124,232.524304,33.24153281
6,6,370.6449222,370.6449222,272.876003,300.815024,0,0,33.9808,36.36864,#¿NOMBRE?,#¿NOMBRE?,22.5552,23.4696,22.1,24,SA,SA,NA,Baja,Baja,0,0,0,269.965251,297.974242,0,232.524304,261.372935,34.16589734
6,6,370.6449222,370.6449222,300.815024,333.092185,0,0,36.36864,38.20544,#¿NOMBRE?,#¿NOMBRE?,23.4696,24.384,24,26,SA,SA,NA,Baja,Baja,0,0,0,297.974242,330.209421,0,261.372935,293.083339,35.34594216
6,6,370.6449222,370.6449222,333.092185,365.73319,0,0,38.20544,40.70808,#¿NOMBRE?,#¿NOMBRE?,24.384,24.9936,26,28.1,SA,SA,NA,Baja,Baja,0,0,0,330.209421,362.885411,0,293.083339,326.291101,36.2275225
6,6,370.6449222,370.6449222,365.73319,385.842568,0,0,40.70808,42.2464,#¿NOMBRE?,#¿NOMBRE?,24.9936,24.9936,28.1,30,SA,SA,NA,Baja,Baja,0,0,0,362.885411,383.036771,0,326.291101,346.918257,37.39524145
6,6,370.6449222,370.6449222,385.842568,409.912248,0,0,42.2464,43.8536,#¿NOMBRE?,#¿NOMBRE?,24.9936,25.6032,30,32.1,SA,SA,NA,Baja,Baja,0,0,0,383.036771,407.127442,0,346.918257,371.246826,38.09525503
6,6,370.6449222,370.6449222,409.912248,443.168989,0,0,43.8536,45.5756,#¿NOMBRE?,#¿NOMBRE?,25.6032,26.5176,32.1,34.1,SA,SA,NA,Baja,Baja,0,0,0,407.127442,440.349198,0,371.246826,404.020774,38.81312916
6,6,370.6449222,358.2900914,443.168989,461.850979,0,0,45.5756,46.6088,#¿NOMBRE?,#¿NOMBRE?,26.5176,27.432,34.1,36.2,SA,SA,NA,Baja,Baja,0,0,0,440.349198,459.108155,0,404.020774,423.829281,39.56782966
7,7,247.0966148,247.0966148,0,7.710694,0,0,2.22712,3.19144,#¿NOMBRE?,#¿NOMBRE?,0,7.0104,4.2,5.1,SA,SA,NA,Baja,Baja,0,0,0,0,4.82793,0,0,0,10.71256501
7,7,247.0966148,247.0966148,7.710694,14.007994,0,0,3.19144,4.7068,#¿NOMBRE?,#¿NOMBRE?,7.0104,8.5344,5.1,6.2,SA,SA,NA,Baja,Baja,0,0,0,4.82793,11.40511,0,0,0,12.82374884
7,7,247.0966148,247.0966148,14.007994,22.18049,0,0,4.7068,6.29104,#¿NOMBRE?,#¿NOMBRE?,8.5344,10.0584,6.2,7,SA,SA,NA,Baja,Baja,0,0,0,11.40511,19.752531,0,0,0.181922,15.57343928
7,7,247.0966148,247.0966148,22.18049,28.001994,0,0,6.29104,7.37016,#¿NOMBRE?,#¿NOMBRE?,10.0584,10.668,7,7.7,SA,SA,NA,Baja,Baja,0,0,0,19.752531,25.713975,0,0.181922,1.385406,18.00457544
7,7,247.0966148,247.0966148,28.001994,42.947586,0,0,7.37016,9.8728,#¿NOMBRE?,#¿NOMBRE?,10.668,12.192,7.7,8.9,SA,SA,NA,Baja,Baja,0,0,0,25.713975,40.883471,0,1.385406,14.504781,19.4876791
7,7,247.0966148,247.0966148,42.947586,58.711827,0,0,9.8728,12.23768,#¿NOMBRE?,#¿NOMBRE?,12.192,13.716,8.9,10.3,SA,SA,NA,Baja,Baja,0,0,0,40.883471,56.808643,0,14.504781,32.270164,22.55494805
7,7,247.0966148,247.0966148,58.711827,80.031686,0,0,12.23768,14.74032,#¿NOMBRE?,#¿NOMBRE?,13.716,15.24,10.3,12.1,SA,SA,NA,Baja,Baja,0,0,0,56.808643,78.177481,0,32.270164,54.359693,25.1114163
7,7,247.0966148,247.0966148,80.031686,105.703679,0,0,14.74032,17.5644,#¿NOMBRE?,#¿NOMBRE?,15.24,16.764,12.1,14.3,SA,SA,NA,Baja,Baja,0,0,0,78.177481,103.926441,0,54.359693,81.130215,27.55974008
7,7,247.0966148,247.0966148,105.703679,131.445642,0,0,17.5644,20.29664,#¿NOMBRE?,#¿NOMBRE?,16.764,18.288,14.3,16.1,SA,SA,NA,Baja,Baja,0,0,0,103.926441,129.752368,0,81.130215,107.956713,30.08418987
7,7,247.0966148,247.0966148,131.445642,164.912293,0,0,20.29664,23.21256,#¿NOMBRE?,#¿NOMBRE?,18.288,19.812,16.1,18.1,SA,SA,NA,Baja,Baja,0,0,0,129.752368,163.254004,0,107.956713,141.927148,32.33953238
7,7,247.0966148,247.0966148,164.912293,207.447056,0,0,23.21256,26.56472,#¿NOMBRE?,#¿NOMBRE?,19.812,21.336,18.1,20.3,SA,SA,NA,Baja,Baja,0,0,0,163.254004,205.802761,0,141.927148,184.706806,34.58463377
7,7,247.0966148,247.0966148,207.447056,230.942982,0,0,26.56472,28.2408,#¿NOMBRE?,#¿NOMBRE?,21.336,22.5552,20.3,22.1,SA,SA,NA,Baja,Baja,0,0,0,205.802761,229.312681,0,184.706806,208.314684,36.9976622
7,7,247.0966148,247.0966148,230.942982,254.089058,0,0,28.2408,30.26128,#¿NOMBRE?,#¿NOMBRE?,22.5552,23.1648,22.1,24,SA,SA,NA,Baja,Baja,0,0,0,229.312681,252.500739,0,208.314684,232.132472,38.14697978
7,7,247.0966148,247.0966148,254.089058,281.146457,0,0,30.26128,32.30472,#¿NOMBRE?,#¿NOMBRE?,23.1648,23.7744,24,26,SA,SA,NA,Baja,Baja,0,0,0,252.500739,279.586126,0,232.132472,259.525727,39.4880155
7,7,247.0966148,247.0966148,281.146457,313.087762,0,0,32.30472,34.53184,#¿NOMBRE?,#¿NOMBRE?,23.7744,24.384,26,28.1,SA,SA,NA,Baja,Baja,0,0,0,279.586126,311.548422,0,259.525727,291.70493,40.79948227
7,7,247.0966148,247.0966148,313.087762,332.56741,0,0,34.53184,36.13904,#¿NOMBRE?,#¿NOMBRE?,24.384,24.9936,28.1,30,SA,SA,NA,Baja,Baja,0,0,0,311.548422,331.063055,0,291.70493,311.653377,42.18242291
7,7,247.0966148,247.0966148,332.56741,358.092466,0,0,36.13904,37.90696,#¿NOMBRE?,#¿NOMBRE?,24.9936,25.6032,30,32.1,SA,SA,NA,Baja,Baja,0,0,0,331.063055,356.595108,0,311.653377,337.402337,43.15289806
7,7,247.0966148,247.0966148,358.092466,385.009925,0,0,37.90696,39.39936,#¿NOMBRE?,#¿NOMBRE?,25.6032,26.5176,32.1,34.1,SA,SA,NA,Baja,Baja,0,0,0,356.595108,383.512567,0,337.402337,364.256823,44.19581429
7,7,247.0966148,247.0966148,385.009925,405.252246,0,0,39.39936,40.50144,#¿NOMBRE?,#¿NOMBRE?,26.5176,26.8224,34.1,36.2,SA,SA,NA,Baja,Baja,0,0,0,383.512567,403.747891,0,364.256823,384.41518,45.0574122
8,8,123.5483074,123.5483074,0,4.023275,0,0,1.07912,1.6072,#¿NOMBRE?,#¿NOMBRE?,0,7.0104,4.2,5.1,SA,SA,NA,Baja,Baja,0,0,0,0,2.511923,0,0,0,10.54560573
8,8,123.5483074,123.5483074,4.023275,7.304868,0,0,1.6072,2.34192,#¿NOMBRE?,#¿NOMBRE?,7.0104,8.8392,5.1,6.2,SA,SA,NA,Baja,Baja,0,0,0,2.511923,5.912465,0,0,0,12.86979476
8,8,123.5483074,123.5483074,7.304868,11.838924,0,0,2.34192,3.28328,#¿NOMBRE?,#¿NOMBRE?,8.8392,10.0584,6.2,7,SA,SA,NA,Baja,Baja,0,0,0,5.912465,10.607452,0,0,0.41982,15.53540885
8,8,123.5483074,123.5483074,11.838924,14.945592,0,0,3.28328,3.81136,#¿NOMBRE?,#¿NOMBRE?,10.0584,10.9728,7,7.7,SA,SA,NA,Baja,Baja,0,0,0,10.607452,13.78409,0,0.41982,1.763244,18.3946115
8,8,123.5483074,123.5483074,14.945592,23.698839,0,0,3.81136,5.34968,#¿NOMBRE?,#¿NOMBRE?,10.9728,12.192,7.7,8.9,SA,SA,NA,Baja,Baja,0,0,0,13.78409,22.698268,0,1.763244,9.767812,19.81876761
8,8,123.5483074,123.5483074,23.698839,33.508633,0,0,5.34968,6.84208,#¿NOMBRE?,#¿NOMBRE?,12.192,13.4112,8.9,10.3,SA,SA,NA,Baja,Baja,0,0,0,22.698268,32.599023,0,9.767812,20.893042,23.48013349
8,8,123.5483074,123.5483074,33.508633,49.88861,0,0,6.84208,8.97736,#¿NOMBRE?,#¿NOMBRE?,13.4112,14.9352,10.3,12.1,SA,SA,NA,Baja,Baja,0,0,0,32.599023,49.069961,0,20.893042,38.581458,26.55404783
8,8,123.5483074,123.5483074,49.88861,67.828918,0,0,8.97736,11.11264,#¿NOMBRE?,#¿NOMBRE?,14.9352,16.4592,12.1,14.3,SA,SA,NA,Baja,Baja,0,0,0,49.069961,67.080239,0,38.581458,57.431376,30.41662195
8,8,123.5483074,123.5483074,67.828918,83.327273,0,0,11.11264,12.88056,#¿NOMBRE?,#¿NOMBRE?,16.4592,17.3736,14.3,16.1,SA,SA,NA,Baja,Baja,0,0,0,67.080239,82.620576,0,57.431376,73.566458,33.84116318
8,8,123.5483074,123.5483074,83.327273,104.136351,0,0,12.88056,14.74032,#¿NOMBRE?,#¿NOMBRE?,17.3736,18.5928,16.1,18.1,SA,SA,NA,Baja,Baja,0,0,0,82.620576,103.450645,0,73.566458,94.627428,36.43376324
8,8,123.5483074,123.5483074,104.136351,130.291137,0,0,14.74032,16.92152,#¿NOMBRE?,#¿NOMBRE?,18.5928,20.4216,18.1,20.3,SA,SA,NA,Baja,Baja,0,0,0,103.450645,129.626422,0,94.627428,121.020112,38.9753582
8,8,123.5483074,123.5483074,130.291137,146.118351,0,0,16.92152,18.1384,#¿NOMBRE?,#¿NOMBRE?,20.4216,21.336,20.3,22.1,SA,SA,NA,Baja,Baja,0,0,0,129.626422,145.460633,0,121.020112,136.994263,41.75960145
8,8,123.5483074,123.5483074,146.118351,159.825474,0,0,18.1384,19.37824,#¿NOMBRE?,#¿NOMBRE?,21.336,21.9456,22.1,24,SA,SA,NA,Baja,Baja,0,0,0,145.460633,159.195744,0,136.994263,151.002257,43.23506805
8,8,123.5483074,123.5483074,159.825474,176.121487,0,0,19.37824,20.59512,#¿NOMBRE?,#¿NOMBRE?,21.9456,22.5552,24,26,SA,SA,NA,Baja,Baja,0,0,0,159.195744,175.491757,0,151.002257,167.410222,44.68829904
8,8,123.5483074,123.5483074,176.121487,198.001106,0,0,20.59512,22.40896,#¿NOMBRE?,#¿NOMBRE?,22.5552,23.4696,26,28.1,SA,SA,NA,Baja,Baja,0,0,0,175.491757,197.392367,0,167.410222,189.583715,46.07006476
8,8,123.5483074,123.5483074,198.001106,213.324536,0,0,22.40896,23.37328,#¿NOMBRE?,#¿NOMBRE?,23.4696,24.0792,28.1,30,SA,SA,NA,Baja,Baja,0,0,0,197.392367,212.715797,0,189.583715,204.928136,48.05598795
8,8,123.5483074,123.5483074,213.324536,231.25085,0,0,23.37328,24.47536,#¿NOMBRE?,#¿NOMBRE?,24.0792,24.9936,30,32.1,SA,SA,NA,Baja,Baja,0,0,0,212.715797,230.649108,0,204.928136,222.889435,49.07908871
8,8,123.5483074,123.5483074,231.25085,245.321817,0,0,24.47536,25.55448,#¿NOMBRE?,#¿NOMBRE?,24.9936,25.2984,32.1,34.1,SA,SA,NA,Baja,Baja,0,0,0,230.649108,244.734069,0,222.889435,237.121333,50.2228326
8,8,123.5483074,123.5483074,245.321817,254.166025,0,0,25.55448,26.0596,#¿NOMBRE?,#¿NOMBRE?,25.2984,25.6032,34.1,36.2,SA,SA,NA,Baja,Baja,0,0,0,244.734069,253.578277,0,237.121333,245.986532,51.31805447
9,9,2866.320731,2866.320731,0,34.278303,16.46232,21.72016,13.68416,18.87312,0.168758717,0.131078224,0,6.096,4.2,5.1,SA,CA,NA,Alta,Alta,0,0,0,0,3.036698,0,0,0,7.796536899
9,9,2866.320731,2866.320731,34.278303,57.984139,21.72016,26.67952,18.87312,25.4856,0.131078224,0.04475043,6.096,7.62,5.1,6.2,SA,CA,NA,Alta,Alta,0,0,0,3.036698,19.45166,0,0,0,9.156184126
9,9,2866.320731,2866.320731,57.984139,83.796072,26.67952,30.8812,25.4856,30.6516,0.04475043,0.007434944,7.62,8.8392,6.2,7,SA,CA,NA,Alta,Alta,0,0,0,19.45166,41.793081,0,0,0,10.63996252
9,9,2866.320731,2841.61107,83.796072,98.440793,30.8812,33.9808,30.6516,33.26904,0.007434944,0.020945946,8.8392,9.4488,7,7.7,SA,CA,NA,Alta,Alta,0,0,0,41.793081,55.185339,0,0,0,11.66861314
9,9,2841.61107,2742.772424,98.440793,123.678972,33.9808,36.94264,33.26904,36.162,0.020945946,0.021131137,9.4488,10.668,7.7,8.9,SA,CA,NA,Alta,Alta,24.70966148,0.006997,0,55.185339,79.003127,0,0,0,12.20935934
9,9,2742.772424,1976.772918,123.678972,112.749658,36.94264,38.18248,36.162,30.67456,0.021131137,0.196632592,10.668,11.2776,8.9,10.3,A,CA,NA,Alta,Alta,98.83864591,1.714265,0.59696,79.003127,81.913879,0.447808,0,0,12.95646103
9,9,1976.772918,1976.772918,112.749658,145.621564,38.18248,37.44776,30.67456,34.6696,0.196632592,0.074187615,11.2776,13.1064,10.3,12.1,SA,CA,ResAcl,Alta,Alta,765.9995058,32.864909,9.32176,81.913879,113.624283,19.395684,0,0,14.05613239
9,9,1976.772918,1000.74129,145.621564,110.965423,37.44776,40.8688,34.6696,22.93704,0.074187615,0.438764045,13.1064,14.0208,12.1,14.3,SA,CA,ResAcl,Alta,Alta,0,0,0,113.624283,96.026828,0,0,1.11952,14.94345718
9,9,1000.74129,988.3864591,110.965423,141.556307,40.8688,43.30256,22.93704,27.00096,0.438764045,0.376458112,14.0208,15.24,14.3,16.1,SA,CA,ResAcl,Alta,Alta,976.0316284,1.287448,15.88832,96.026828,127.723238,53.548041,1.11952,12.601597,17.08294867
9,9,988.3864591,494.1932296,141.556307,110.363681,43.30256,46.17256,27.00096,18.41392,0.376458112,0.601193436,15.24,17.0688,16.1,18.1,SA,CA,ResAcl,Alta,Alta,12.35483074,0.895616,0.20664,127.723238,104.262297,0.664715,12.601597,33.347702,18.65010446
9,9,494.1932296,494.1932296,110.363681,154.346823,46.17256,47.34352,18.41392,22.54672,0.601193436,0.523763337,17.0688,19.5072,18.1,20.3,SA,CA,ResAcl,Alta,Alta,494.1932296,3.694416,13.17904,104.262297,148.427361,66.19162,33.347702,76.113366,21.78109903
9,9,494.1932296,247.0966148,154.346823,102.988843,47.34352,48.28488,22.54672,14.07448,0.523763337,0.70851165,19.5072,20.4216,20.3,22.1,A,CA,ResAcl,Alta,Alta,0,0,0,148.427361,100.392956,0,76.113366,66.982281,24.10173735
9,9,247.0966148,247.0966148,102.988843,123.280143,48.28488,49.84616,14.07448,16.16384,0.70851165,0.675725472,20.4216,21.0312,22.1,24,SA,CA,ResAcl,Alta,Alta,247.0966148,6.766099,10.92896,100.392956,120.866178,3.652434,66.982281,89.848477,26.93009222
9,9,247.0966148,247.0966148,123.280143,142.969701,49.84616,51.40744,16.16384,18.00064,0.675725472,0.64984368,21.0312,21.9456,24,26,SA,CA,ResAcl,Alta,Alta,0,0,0,120.866178,140.667688,0,89.848477,111.056384,28.85984093
9,9,247.0966148,247.0966148,142.969701,167.445207,51.40744,53.22128,18.00064,20.57216,0.64984368,0.613459879,21.9456,22.2504,26,28.1,SA,CA,ResAcl,Alta,Alta,0,0,0,140.667688,165.332113,0,111.056384,138.099789,30.45549305
9,9,247.0966148,247.0966148,167.445207,191.151043,53.22128,52.64728,20.57216,22.54672,0.613459879,0.571740078,22.2504,22.86,28.1,30,SA,CA,ResAcl,Alta,Alta,0,0,0,165.332113,189.100922,0,138.099789,162.715235,32.55829158
9,9,247.0966148,247.0966148,191.151043,213.933275,52.64728,54.8744,22.54672,24.70496,0.571740078,0.549790795,22.86,23.1648,30,32.1,SA,CA,ResAcl,Alta,Alta,0,0,0,189.100922,211.981112,0,162.715235,186.917858,34.08500384
9,9,247.0966148,247.0966148,213.933275,234.966257,54.8744,53.0376,24.70496,26.44992,0.549790795,0.501298701,23.1648,23.4696,32.1,34.1,SA,CA,ResAcl,Alta,Alta,0,0,0,211.981112,233.077067,0,186.917858,208.748498,35.67908753
9,9,247.0966148,247.0966148,234.966257,260.806178,53.0376,52.25696,26.44992,28.72296,0.501298701,0.450351494,23.4696,24.0792,34.1,36.2,SA,CA,ResAcl,Alta,Alta,0,0,0,233.077067,258.993955,0,208.748498,235.721933,36.91763256
10,10,2891.030393,2878.675562,0,33.23575,16.46232,21.72016,13.84488,19.01088,0.158995816,0.124735729,0,5.7912,4.2,5.1,SA,CA,NA,Alta,Alta,0,0,0,0,2.959731,0,0,0,7.808602736
10,10,2878.675562,1976.772918,33.23575,42.422811,21.72016,26.67952,19.01088,19.14864,0.124735729,0.282271945,5.7912,7.3152,5.1,6.2,SA,CA,NA,Alta,Alta,12.35483074,0.055976,0.04592,2.959731,15.435382,0,0,0,9.169798851
10,10,1976.772918,1976.772918,42.422811,64.876184,26.67952,30.8812,19.14864,23.80952,0.282271945,0.228996283,7.3152,8.5344,6.2,7,SA,CA,NA,Alta,Alta,901.9026439,12.202768,5.90072,15.435382,36.87419,1.224475,0,0,11.10569227
10,10,1976.772918,1976.772918,64.876184,78.051535,30.8812,33.9808,23.80952,26.65656,0.228996283,0.215540541,8.5344,9.144,7,7.7,SA,CA,NA,Alta,Alta,0,0,0,36.87419,50.637289,0,0,0,12.38374464
10,10,1976.772918,1964.418087,78.051535,103.926441,33.9808,36.94264,26.65656,30.74344,0.215540541,0.167806091,9.144,10.668,7.7,8.9,SA,CA,NA,Alta,Alta,0,0,0,50.637289,76.12736,0,0,0,13.10324073
10,10,1964.418087,988.3864591,103.926441,70.445796,36.94264,38.18248,30.74344,19.03384,0.167806091,0.501503307,10.668,11.2776,8.9,10.3,A,CA,NA,Alta,Alta,12.35483074,0.916607,0.25256,76.12736,57.606301,0.776667,0,0,14.11608704
10,10,988.3864591,988.3864591,70.445796,102.219173,38.18248,37.44776,19.03384,23.48808,0.501503307,0.372777437,11.2776,12.8016,10.3,12.1,SA,CA,ResAcl,Alta,Alta,976.0316284,54.534618,15.40616,57.606301,89.512621,40.127795,0,1.25946,15.65867005
10,10,988.3864591,494.1932296,102.219173,75.133786,37.44776,40.8688,23.48808,15.13064,0.372777437,0.629775281,12.8016,14.3256,12.1,14.3,SA,CA,ResAcl,Alta,Alta,0,0,0,89.512621,69.242312,0,1.25946,9.152076,17.39463918
10,10,494.1932296,494.1932296,75.133786,101.309563,40.8688,43.30256,15.13064,18.942,0.629775281,0.562566278,14.3256,15.24,14.3,16.1,SA,CA,ResAcl,Alta,Alta,494.1932296,61.188765,12.81168,69.242312,96.026828,54.737531,9.152076,29.793226,19.74400775
10,10,494.1932296,247.0966148,101.309563,76.631144,43.30256,46.17256,18.942,12.628,0.562566278,0.726504227,15.24,17.3736,16.1,18.1,SA,CA,ResAcl,Alta,Alta,0,0,0,96.026828,74.280152,0,29.793226,44.032121,22.09121385
10,10,247.0966148,247.0966148,76.631144,105.276862,46.17256,47.34352,12.628,15.58984,0.726504227,0.67070805,17.3736,18.8976,18.1,20.3,SA,CA,ResAcl,Alta,Alta,247.0966148,61.314711,10.46976,74.280152,103.079804,58.669845,44.032121,74.832915,25.50873653
10,10,247.0966148,247.0966148,105.276862,122.860323,47.34352,48.28488,15.58984,17.42664,0.67070805,0.639087019,18.8976,19.812,20.3,22.1,SA,CA,ResAcl,Alta,Alta,0,0,0,103.079804,120.76822,0,74.832915,93.836767,28.34278292
10,10,247.0966148,247.0966148,122.860323,142.430932,48.28488,49.84616,17.42664,19.72264,0.639087019,0.604329802,19.812,20.1168,22.1,24,SA,CA,ResAcl,Alta,Alta,0,0,0,120.76822,140.492763,0,93.836767,115.506476,29.96598041
10,10,247.0966148,247.0966148,142.430932,166.556588,49.84616,51.40744,19.72264,21.90384,0.604329802,0.573916927,20.1168,21.0312,24,26,SA,CA,ResAcl,Alta,Alta,0,0,0,140.492763,164.681392,0,115.506476,140.548739,31.87896297
10,10,247.0966148,247.0966148,166.556588,194.572576,51.40744,53.22128,21.90384,24.65904,0.573916927,0.536669543,21.0312,21.6408,26,28.1,SA,CA,ResAcl,Alta,Alta,0,0,0,164.681392,192.802335,0,140.548739,169.992115,33.59555273
10,10,247.0966148,247.0966148,194.572576,220.279554,53.22128,52.64728,24.65904,26.8632,0.536669543,0.489751417,21.6408,22.5552,28.1,30,SA,CA,ResAcl,Alta,Alta,0,0,0,192.802335,218.565289,0,169.992115,196.454769,35.6459131
10,10,247.0966148,247.0966148,220.279554,245.517733,52.64728,54.8744,26.8632,28.9296,0.489751417,0.472803347,22.5552,23.4696,30,32.1,SA,CA,ResAcl,Alta,Alta,0,0,0,218.565289,243.84545,0,196.454769,222.329675,37.20493364
10,10,247.0966148,247.0966148,245.517733,268.936692,54.8744,53.0376,28.9296,30.85824,0.472803347,0.418181818,23.4696,24.0792,32.1,34.1,SA,CA,ResAcl,Alta,Alta,0,0,0,243.84545,267.306391,0,222.329675,246.273409,38.60938429
10,10,247.0966148,247.0966148,268.936692,297.806314,53.0376,52.25696,30.85824,32.718,0.418181818,0.373901582,24.0792,25.2984,34.1,36.2,SA,CA,ResAcl,Alta,Alta,0,0,0,267.306391,296.176013,0,246.273409,275.233992,39.87560063
11,11,1976.772918,1976.772918,0,28.785658,9.66616,14.35,10.95192,15.42912,-0.133016627,-0.0752,0,5.7912,4.2,5.1,SA,CA,NA,Media,Baja,0,0,0,0,4.324146,0,0,0,8.398888183
11,11,1976.772918,988.3864591,28.785658,26.72854,14.35,19.0568,15.42912,11.27336,-0.0752,0.408433735,5.7912,7.3152,5.1,6.2,SA,CA,NA,Media,Baja,0,0,0,4.324146,14.042979,0,0,0,9.968900158
11,11,988.3864591,988.3864591,26.72854,44.200049,19.0568,23.51104,11.27336,14.99288,0.408433735,0.362304688,7.3152,8.8392,6.2,7,SA,CA,NA,Media,Baja,988.3864591,21.368838,9.36768,14.042979,31.745389,7.465799,0,0,12.05086868
11,11,988.3864591,988.3864591,44.200049,54.240744,23.51104,25.73816,14.99288,17.03632,0.362304688,0.33809099,8.8392,9.7536,7,7.7,SA,CA,NA,Media,Baja,0,0,0,31.745389,42.12194,0,0,0,13.8974205
11,11,988.3864591,988.3864591,54.240744,77.148922,25.73816,29.34288,17.03632,21.0084,0.33809099,0.284037559,9.7536,10.668,7.7,8.9,SA,CA,NA,Media,Baja,0,0,0,42.12194,65.337986,0,0,0,14.81424628
11,11,988.3864591,494.1932296,77.148922,55.996991,29.34288,32.8328,21.0084,13.73008,0.284037559,0.581818182,10.668,11.5824,8.9,10.3,A,CA,NA,Media,Baja,0,0,0,65.337986,50.749241,0,0,2.106097,16.45084289
11,11,494.1932296,494.1932296,55.996991,83.621147,32.8328,35.4732,13.73008,17.51848,0.581818182,0.506148867,11.5824,13.4112,10.3,12.1,SA,CA,ResAcl,Media,Baja,494.1932296,44.060109,11.18152,50.749241,78.597301,38.056683,2.106097,17.996284,18.80802518
11,11,494.1932296,247.0966148,83.621147,59.40453,35.4732,37.90696,17.51848,11.20448,0.506148867,0.704421563,13.4112,14.6304,12.1,14.3,SA,CA,ResAcl,Media,Baja,0,0,0,78.597301,57.137502,0,17.996284,27.994997,21.24490897
11,11,247.0966148,247.0966148,59.40453,79.856761,37.90696,40.43256,11.20448,13.91376,0.704421563,0.655877342,14.6304,15.8496,14.3,16.1,SA,CA,ResAcl,Media,Baja,247.0966148,52.106659,9.96464,57.137502,77.80664,49.629721,27.994997,51.441944,24.02799398
11,11,247.0966148,247.0966148,79.856761,104.731096,40.43256,42.61376,13.91376,16.646,0.655877342,0.609375,15.8496,17.3736,16.1,18.1,SA,CA,ResAcl,Media,Baja,0,0,0,77.80664,102.799924,0,51.441944,77.904598,26.77589002
11,11,247.0966148,247.0966148,104.731096,136.30156,42.61376,46.65472,16.646,19.76856,0.609375,0.576279528,17.3736,19.2024,18.1,20.3,SA,CA,ResAcl,Media,Baja,0,0,0,102.799924,134.461349,0,77.904598,110.727525,29.28711595
11,11,247.0966148,247.0966148,136.30156,156.550878,46.65472,48.3308,19.76856,21.5824,0.576279528,0.553444181,19.2024,20.1168,20.3,22.1,SA,CA,ResAcl,Media,Baja,0,0,0,134.461349,154.745652,0,110.727525,131.522609,31.91605311
11,11,247.0966148,247.0966148,156.550878,179.256143,48.3308,48.03232,21.5824,23.9932,0.553444181,0.500478011,20.1168,21.0312,22.1,24,SA,CA,ResAcl,Media,Baja,0,0,0,154.745652,177.548875,0,131.522609,155.634271,33.34813341
11,11,247.0966148,247.0966148,179.256143,205.984683,48.03232,49.96096,23.9932,26.1744,0.500478011,0.476102941,21.0312,21.9456,24,26,SA,CA,ResAcl,Media,Baja,0,0,0,177.548875,204.3124,0,155.634271,182.83161,35.16136679
